ticker,snapshot_date,fiscal_year,roe,roce,debt_equity,operating_margin,net_margin,revenue_growth,source
APOLLOHOSP.NS,2021-03-30,2020,3.0,,0.9,10.8,1.3,-6.1,screener.in
APOLLOHOSP.NS,2021-06-30,2021,19.7,,0.72,14.9,7.6,38.9,screener.in
APOLLOHOSP.NS,2021-09-30,2021,19.7,,0.72,14.9,7.6,38.9,screener.in
APOLLOHOSP.NS,2021-12-30,2021,19.7,,0.72,14.9,7.6,38.9,screener.in
APOLLOHOSP.NS,2022-03-30,2021,19.7,,0.72,14.9,7.6,38.9,screener.in
APOLLOHOSP.NS,2022-06-30,2022,13.6,,0.7,12.4,5.1,13.3,screener.in
APOLLOHOSP.NS,2022-09-30,2022,13.6,,0.7,12.4,5.1,13.3,screener.in
APOLLOHOSP.NS,2022-12-30,2022,13.6,,0.7,12.4,5.1,13.3,screener.in
APOLLOHOSP.NS,2023-03-30,2022,13.6,,0.7,12.4,5.1,13.3,screener.in
APOLLOHOSP.NS,2023-06-30,2023,13.5,,0.77,12.6,4.9,14.7,screener.in
APOLLOHOSP.NS,2023-09-30,2023,13.5,,0.77,12.6,4.9,14.7,screener.in
APOLLOHOSP.NS,2023-12-30,2023,13.5,,0.77,12.6,4.9,14.7,screener.in
APOLLOHOSP.NS,2024-03-30,2023,13.5,,0.77,12.6,4.9,14.7,screener.in
APOLLOHOSP.NS,2024-06-30,2024,18.3,,0.96,13.9,6.9,14.4,screener.in
APOLLOHOSP.NS,2024-09-30,2024,18.3,,0.96,13.9,6.9,14.4,screener.in
APOLLOHOSP.NS,2024-12-30,2024,18.3,,0.96,13.9,6.9,14.4,screener.in
APOLLOHOSP.NS,2025-03-30,2024,18.3,,0.96,13.9,6.9,14.4,screener.in
APOLLOHOSP.NS,2025-06-30,2025,20.5,,0.88,14.6,7.7,11.1,screener.in
APOLLOHOSP.NS,2025-09-30,2025,20.5,,0.88,14.6,7.7,11.1,screener.in
APOLLOHOSP.NS,2025-12-30,2025,20.5,,0.88,14.6,7.7,11.1,screener.in
APOLLOTYRE.NS,2018-03-31,2017,7.4,,0.48,11.2,4.9,12.6,screener.in
APOLLOTYRE.NS,2018-06-30,2018,6.8,,0.51,11.3,3.9,18.2,screener.in
APOLLOTYRE.NS,2018-09-30,2018,6.8,,0.51,11.3,3.9,18.2,screener.in
APOLLOTYRE.NS,2018-12-30,2018,6.8,,0.51,11.3,3.9,18.2,screener.in
APOLLOTYRE.NS,2019-03-30,2018,6.8,,0.51,11.3,3.9,18.2,screener.in
APOLLOTYRE.NS,2019-06-30,2019,4.8,,0.68,12.0,2.9,-6.8,screener.in
APOLLOTYRE.NS,2019-09-30,2019,4.8,,0.68,12.0,2.9,-6.8,screener.in
APOLLOTYRE.NS,2019-12-30,2019,4.8,,0.68,12.0,2.9,-6.8,screener.in
APOLLOTYRE.NS,2020-03-30,2019,4.8,,0.68,12.0,2.9,-6.8,screener.in
APOLLOTYRE.NS,2020-06-30,2020,3.1,,0.64,16.2,2.0,6.4,screener.in
APOLLOTYRE.NS,2020-09-30,2020,3.1,,0.64,16.2,2.0,6.4,screener.in
APOLLOTYRE.NS,2020-12-30,2020,3.1,,0.64,16.2,2.0,6.4,screener.in
APOLLOTYRE.NS,2021-03-30,2020,3.1,,0.64,16.2,2.0,6.4,screener.in
APOLLOTYRE.NS,2021-06-30,2021,5.4,,0.6,12.4,3.1,20.4,screener.in
APOLLOTYRE.NS,2021-09-30,2021,5.4,,0.6,12.4,3.1,20.4,screener.in
APOLLOTYRE.NS,2021-12-30,2021,5.4,,0.6,12.4,3.1,20.4,screener.in
APOLLOTYRE.NS,2022-03-30,2021,5.4,,0.6,12.4,3.1,20.4,screener.in
APOLLOTYRE.NS,2022-06-30,2022,8.3,,0.51,13.6,4.3,17.3,screener.in
APOLLOTYRE.NS,2022-09-30,2022,8.3,,0.51,13.6,4.3,17.3,screener.in
APOLLOTYRE.NS,2022-12-30,2022,8.3,,0.51,13.6,4.3,17.3,screener.in
APOLLOTYRE.NS,2023-03-30,2022,8.3,,0.51,13.6,4.3,17.3,screener.in
APOLLOTYRE.NS,2023-06-30,2023,12.4,,0.35,17.6,6.8,3.3,screener.in
APOLLOTYRE.NS,2023-09-30,2023,12.4,,0.35,17.6,6.8,3.3,screener.in
APOLLOTYRE.NS,2023-12-30,2023,12.4,,0.35,17.6,6.8,3.3,screener.in
APOLLOTYRE.NS,2024-03-30,2023,12.4,,0.35,17.6,6.8,3.3,screener.in
APOLLOTYRE.NS,2024-06-30,2024,7.6,,0.3,13.8,4.3,2.9,screener.in
APOLLOTYRE.NS,2024-09-30,2024,7.6,,0.3,13.8,4.3,2.9,screener.in
APOLLOTYRE.NS,2024-12-30,2024,7.6,,0.3,13.8,4.3,2.9,screener.in
APOLLOTYRE.NS,2025-03-30,2024,7.6,,0.3,13.8,4.3,2.9,screener.in
APOLLOTYRE.NS,2025-06-30,2025,6.0,,0.29,14.2,3.4,5.5,screener.in
APOLLOTYRE.NS,2025-09-30,2025,6.0,,0.29,14.2,3.4,5.5,screener.in
APOLLOTYRE.NS,2025-12-30,2025,6.0,,0.29,14.2,3.4,5.5,screener.in
ASHOKLEY.NS,2018-03-31,2017,24.4,,2.13,14.3,6.1,29.6,screener.in
ASHOKLEY.NS,2018-06-30,2018,25.1,,2.19,14.8,6.6,12.0,screener.in
ASHOKLEY.NS,2018-09-30,2018,25.1,,2.19,14.8,6.6,12.0,screener.in
ASHOKLEY.NS,2018-12-30,2018,25.1,,2.19,14.8,6.6,12.0,screener.in
ASHOKLEY.NS,2019-03-30,2018,25.1,,2.19,14.8,6.6,12.0,screener.in
ASHOKLEY.NS,2019-06-30,2019,5.9,,2.88,14.7,2.1,-33.9,screener.in
ASHOKLEY.NS,2019-09-30,2019,5.9,,2.88,14.7,2.1,-33.9,screener.in
ASHOKLEY.NS,2019-12-30,2019,5.9,,2.88,14.7,2.1,-33.9,screener.in
ASHOKLEY.NS,2020-03-30,2019,5.9,,2.88,14.7,2.1,-33.9,screener.in
ASHOKLEY.NS,2020-06-30,2020,-0.9,,3.06,12.7,-0.4,-11.4,screener.in
ASHOKLEY.NS,2020-09-30,2020,-0.9,,3.06,12.7,-0.4,-11.4,screener.in
ASHOKLEY.NS,2020-12-30,2020,-0.9,,3.06,12.7,-0.4,-11.4,screener.in
ASHOKLEY.NS,2021-03-30,2020,-0.9,,3.06,12.7,-0.4,-11.4,screener.in
ASHOKLEY.NS,2021-06-30,2021,-3.9,,3.31,10.5,-1.1,34.9,screener.in
ASHOKLEY.NS,2021-09-30,2021,-3.9,,3.31,10.5,-1.1,34.9,screener.in
ASHOKLEY.NS,2021-12-30,2021,-3.9,,3.31,10.5,-1.1,34.9,screener.in
ASHOKLEY.NS,2022-03-30,2021,-3.9,,3.31,10.5,-1.1,34.9,screener.in
ASHOKLEY.NS,2022-06-30,2022,15.9,,3.64,12.2,3.3,58.8,screener.in
ASHOKLEY.NS,2022-09-30,2022,15.9,,3.64,12.2,3.3,58.8,screener.in
ASHOKLEY.NS,2022-12-30,2022,15.9,,3.64,12.2,3.3,58.8,screener.in
ASHOKLEY.NS,2023-03-30,2022,15.9,,3.64,12.2,3.3,58.8,screener.in
ASHOKLEY.NS,2023-06-30,2023,29.9,,4.53,17.2,5.9,9.7,screener.in
ASHOKLEY.NS,2023-09-30,2023,29.9,,4.53,17.2,5.9,9.7,screener.in
ASHOKLEY.NS,2023-12-30,2023,29.9,,4.53,17.2,5.9,9.7,screener.in
ASHOKLEY.NS,2024-03-30,2023,29.9,,4.53,17.2,5.9,9.7,screener.in
ASHOKLEY.NS,2024-06-30,2024,27.7,,4.08,19.0,7.0,6.2,screener.in
ASHOKLEY.NS,2024-09-30,2024,27.7,,4.08,19.0,7.0,6.2,screener.in
ASHOKLEY.NS,2024-12-30,2024,27.7,,4.08,19.0,7.0,6.2,screener.in
ASHOKLEY.NS,2025-03-30,2024,27.7,,4.08,19.0,7.0,6.2,screener.in
ASHOKLEY.NS,2025-06-30,2025,28.5,,4.33,19.4,6.7,10.9,screener.in
ASHOKLEY.NS,2025-09-30,2025,28.5,,4.33,19.4,6.7,10.9,screener.in
ASHOKLEY.NS,2025-12-30,2025,28.5,,4.33,19.4,6.7,10.9,screener.in
ASIANPAINT.NS,2018-03-31,2017,24.9,,0.06,19.0,12.5,11.7,screener.in
ASIANPAINT.NS,2018-06-30,2018,23.3,,0.14,19.6,11.5,14.4,screener.in
ASIANPAINT.NS,2018-09-30,2018,23.3,,0.14,19.6,11.5,14.4,screener.in
ASIANPAINT.NS,2018-12-30,2018,23.3,,0.14,19.6,11.5,14.4,screener.in
ASIANPAINT.NS,2019-03-30,2018,23.3,,0.14,19.6,11.5,14.4,screener.in
ASIANPAINT.NS,2019-06-30,2019,27.4,,0.11,20.6,13.7,5.0,screener.in
ASIANPAINT.NS,2019-09-30,2019,27.4,,0.11,20.6,13.7,5.0,screener.in
ASIANPAINT.NS,2019-12-30,2019,27.4,,0.11,20.6,13.7,5.0,screener.in
ASIANPAINT.NS,2020-03-30,2019,27.4,,0.11,20.6,13.7,5.0,screener.in
ASIANPAINT.NS,2020-06-30,2020,25.0,,0.09,22.4,14.8,7.4,screener.in
ASIANPAINT.NS,2020-09-30,2020,25.0,,0.09,22.4,14.8,7.4,screener.in
ASIANPAINT.NS,2020-12-30,2020,25.0,,0.09,22.4,14.8,7.4,screener.in
ASIANPAINT.NS,2021-03-30,2020,25.0,,0.09,22.4,14.8,7.4,screener.in
ASIANPAINT.NS,2021-06-30,2021,22.3,,0.11,16.5,10.6,34.0,screener.in
ASIANPAINT.NS,2021-09-30,2021,22.3,,0.11,16.5,10.6,34.0,screener.in
ASIANPAINT.NS,2021-12-30,2021,22.3,,0.11,16.5,10.6,34.0,screener.in
ASIANPAINT.NS,2022-03-30,2021,22.3,,0.11,16.5,10.6,34.0,screener.in
ASIANPAINT.NS,2022-06-30,2022,26.2,,0.12,18.2,12.2,18.5,screener.in
ASIANPAINT.NS,2022-09-30,2022,26.2,,0.12,18.2,12.2,18.5,screener.in
ASIANPAINT.NS,2022-12-30,2022,26.2,,0.12,18.2,12.2,18.5,screener.in
ASIANPAINT.NS,2023-03-30,2022,26.2,,0.12,18.2,12.2,18.5,screener.in
ASIANPAINT.NS,2023-06-30,2023,29.7,,0.13,21.4,15.7,2.9,screener.in
ASIANPAINT.NS,2023-09-30,2023,29.7,,0.13,21.4,15.7,2.9,screener.in
ASIANPAINT.NS,2023-12-30,2023,29.7,,0.13,21.4,15.7,2.9,screener.in
ASIANPAINT.NS,2024-03-30,2023,29.7,,0.13,21.4,15.7,2.9,screener.in
ASIANPAINT.NS,2024-06-30,2024,19.1,,0.12,17.7,10.9,-4.5,screener.in
ASIANPAINT.NS,2024-09-30,2024,19.1,,0.12,17.7,10.9,-4.5,screener.in
ASIANPAINT.NS,2024-12-30,2024,19.1,,0.12,17.7,10.9,-4.5,screener.in
ASIANPAINT.NS,2025-03-30,2024,19.1,,0.12,17.7,10.9,-4.5,screener.in
ASIANPAINT.NS,2025-06-30,2025,20.0,,0.18,18.3,11.3,2.3,screener.in
ASIANPAINT.NS,2025-09-30,2025,20.0,,0.18,18.3,11.3,2.3,screener.in
ASIANPAINT.NS,2025-12-30,2025,20.0,,0.18,18.3,11.3,2.3,screener.in
AUROPHARMA.NS,2018-03-31,2017,20.7,,0.41,22.9,14.7,10.4,screener.in
AUROPHARMA.NS,2018-06-30,2018,17.0,,0.5,20.2,12.1,18.8,screener.in
AUROPHARMA.NS,2018-09-30,2018,17.0,,0.5,20.2,12.1,18.8,screener.in
AUROPHARMA.NS,2018-12-30,2018,17.0,,0.5,20.2,12.1,18.8,screener.in
AUROPHARMA.NS,2019-03-30,2018,17.0,,0.5,20.2,12.1,18.8,screener.in
AUROPHARMA.NS,2019-06-30,2019,16.9,,0.35,21.0,12.3,18.1,screener.in
AUROPHARMA.NS,2019-09-30,2019,16.9,,0.35,21.0,12.3,18.1,screener.in
AUROPHARMA.NS,2019-12-30,2019,16.9,,0.35,21.0,12.3,18.1,screener.in
